TransactionID,AccountID,TransactionDate,TransactionAmount,TransactionType,TransactionChannel,ProductID,Status
1073,158,11/29/2020,-4304.32,Credit,Web,1026,Success
1074,103,4/11/2023,-4612.21,Credit,Mobile,1009,Success
1075,188,1/3/2022,2699.52,Debit,Web,1003,Success
1076,139,4/15/2021,-2059.57,Credit,ATM,1023,Success
1077,78,9/18/2023,-3096.27,Credit,ATM,1001,Success
1078,186,11/6/2024,4046.77,Debit,Mobile,1003,Success
1079,139,11/21/2024,-4525.72,Credit,Mobile,1009,Success
1080,144,4/6/2022,-4709.37,Credit,Web,1023,Success
1081,53,4/23/2023,-3178.47,Credit,ATM,1007,Success
1082,68,11/2/2020,-3425.57,Credit,Mobile,1026,Success
1083,28,5/17/2023,3262.53,Debit,ATM,1004,Success
1084,46,1/14/2022,4532.66,Debit,Mobile,1020,Success
1085,185,11/5/2025,1699.64,Debit,Mobile,1023,Failed
1086,29,5/20/2025,4688.49,Debit,ATM,1011,Success
1087,32,3/29/2020,3766.69,Debit,Web,1022,Success
1088,161,5/30/2025,3384.87,Debit,Mobile,1010,Success
1089,161,2/15/2020,2360.42,Debit,Mobile,1018,Success
1090,25,4/14/2020,3270.57,Debit,Web,1011,Success
1091,178,1/27/2022,1911.37,Debit,Mobile,1010,Success
1092,142,7/4/2024,-2801.49,Credit,ATM,1025,Success
1093,7,11/25/2020,2816.46,Debit,Web,1014,Success
1094,91,11/26/2021,3467.3,Debit,Mobile,1015,Success
1095,49,4/1/2020,3348.47,Debit,ATM,1010,Success
1096,120,1/8/2021,-573.54,Credit,Mobile,1015,Success
1097,23,4/15/2025,-1464.45,Credit,Mobile,1001,Success
1098,49,8/10/2020,3220.42,Debit,ATM,1014,Success
1099,106,3/22/2022,-71.84,Credit,Web,1019,Success
1100,129,5/31/2020,-1406.57,Credit,Mobile,1017,Success
1101,58,2/2/2021,2217.98,Debit,Mobile,1004,Success
1102,71,8/30/2021,2062.88,Debit,Mobile,1004,Success
1103,42,5/4/2025,-3171.11,Credit,ATM,1014,Success
1104,110,4/21/2025,-840.39,Credit,Web,1019,Failed
1105,65,3/24/2021,-83.72,Credit,ATM,1006,Success
1106,12,6/30/2022,-4453.73,Credit,Mobile,1022,Success
1107,154,12/8/2020,1578.11,Debit,Mobile,1000,Success
1108,58,5/4/2025,-843.77,Credit,ATM,1022,Success
1109,139,2/5/2020,3588.45,Debit,ATM,1004,Success
1110,191,7/28/2024,2448.3,Debit,ATM,1019,Success
1111,49,11/30/2025,-586.5,Credit,Mobile,1004,Success
1112,190,11/18/2025,3140.89,Debit,Mobile,1018,Failed
1113,71,3/2/2020,4412.44,Debit,Web,1017,Success
1114,161,10/11/2024,-1002.72,Credit,Mobile,1002,Success
1115,142,2/16/2024,3502,Debit,Web,1005,Success
1116,84,1/11/2025,497.57,Debit,Mobile,1026,Success
1117,140,10/12/2021,2792.69,Debit,Mobile,1024,Success
1118,4,3/28/2021,1274.95,Debit,ATM,1010,Success
1119,63,4/19/2022,3546.64,Debit,Mobile,1013,Success
1120,46,2/13/2020,-2277.63,Credit,Web,1006,Success
1121,8,9/11/2025,3017.22,Debit,Mobile,1017,Success
1122,50,4/15/2023,2623.49,Debit,Mobile,1006,Success
1123,115,12/3/2020,4472.56,Debit,Web,1013,Success
1124,37,12/6/2021,910.63,Debit,ATM,1003,Success
1125,109,6/14/2025,497.81,Debit,ATM,1001,Success
1126,70,4/18/2023,2853.73,Debit,ATM,1015,Success
1127,163,12/21/2025,1695.51,Debit,Web,1014,Success
1128,1,5/27/2024,4458.62,Debit,Web,1012,Success
1129,128,3/22/2023,-2935.12,Credit,Web,1023,Success
1130,115,8/4/2021,364.65,Debit,ATM,1003,Success
1131,114,3/15/2022,1349.17,Debit,Web,1008,Success
1132,59,12/3/2022,4413.97,Debit,Mobile,1003,Success
1133,145,2/22/2022,3863.82,Debit,ATM,1006,Success
1134,150,1/29/2024,3137.26,Debit,Mobile,1008,Success
1135,189,11/22/2020,-2441.27,Credit,Mobile,1023,Success
1136,180,12/22/2024,-2198.61,Credit,Web,1013,Success
1137,144,6/24/2023,-1172.76,Credit,Web,1023,Success
1138,138,8/6/2023,2092.74,Debit,Web,1012,Success
1139,47,9/25/2023,-295.15,Credit,Web,1010,Success
1140,83,10/27/2022,2644.84,Debit,Mobile,1020,Success
1141,128,12/17/2022,728.91,Debit,Web,1010,Success
1142,173,4/3/2024,2268.03,Debit,Web,1001,Success
1143,50,8/1/2023,-4072.92,Credit,Mobile,1013,Success
1144,62,7/10/2025,1374.01,Debit,Web,1009,Success
1145,141,2/11/2023,-3277.8,Credit,Mobile,1026,Success
1146,2,10/17/2023,4674.38,Debit,Mobile,1008,Success
1147,142,6/5/2025,-1583.61,Credit,Mobile,1019,Success
1148,105,12/26/2023,4179.82,Debit,Mobile,1018,Success
1149,136,4/29/2024,-1429.92,Credit,Web,1017,Success
1150,38,2/29/2024,-547.75,Credit,Web,1002,Failed
1151,29,2/6/2025,2673.9,Debit,ATM,1009,Success
1152,8,8/17/2022,-3173.75,Credit,ATM,1015,Failed
1153,183,3/22/2024,-1937.01,Credit,Mobile,1012,Success
1154,34,10/6/2024,4474.09,Debit,Mobile,1000,Success
1155,159,12/7/2025,-2369.22,Credit,Mobile,1009,Success
1156,68,2/26/2023,884.99,Debit,Mobile,1007,Success
1157,38,11/26/2023,-4451.62,Credit,Web,1022,Failed
1158,74,10/3/2021,3828.86,Debit,Web,1009,Success
1159,36,8/26/2025,-754.6,Credit,Web,1026,Success
1160,36,5/27/2021,878.67,Debit,ATM,1007,Success
1161,71,5/30/2021,1405.12,Debit,Web,1021,Success
1162,167,11/2/2025,-900.45,Credit,Mobile,1003,Success
1163,149,11/13/2025,-2634.68,Credit,ATM,1020,Success
1164,48,8/22/2023,4229.7,Debit,Mobile,1011,Success
1165,76,3/23/2021,4775.03,Debit,ATM,1001,Success
1166,112,10/3/2024,4674.89,Debit,Mobile,1022,Success
1167,16,9/28/2025,-4166.98,Credit,Mobile,1002,Success
1168,34,6/10/2025,320.03,Debit,Web,1013,Success
1169,6,10/6/2020,1686.26,Debit,Web,1008,Success
1170,150,2/2/2023,4847.91,Debit,ATM,1015,Success
1171,33,7/15/2020,-4786.78,Credit,ATM,1018,Success
1172,115,7/24/2021,-2819.81,Credit,ATM,1023,Success
1173,31,3/4/2022,2171,Debit,Web,1008,Success
1174,93,11/6/2023,-4084.41,Credit,Mobile,1007,Success
1175,86,11/5/2024,-542.32,Credit,Mobile,1009,Success
1176,175,9/14/2021,-1117.83,Credit,Mobile,1014,Success
1177,78,4/9/2024,1388.36,Debit,Web,1014,Success
1178,11,10/9/2023,-3155.38,Credit,Mobile,1020,Success
1179,104,2/12/2024,-4115.53,Credit,ATM,1001,Success
1180,153,10/19/2024,-967.33,Credit,Web,1025,Success
1181,34,6/28/2021,1343.88,Debit,ATM,1025,Success
1182,191,12/30/2025,433.7,Debit,Web,1010,Success
1183,141,10/13/2022,-4825,Credit,Mobile,1001,Success
1184,97,8/30/2024,4332.54,Debit,Mobile,1012,Success
1185,88,10/11/2023,3089.23,Debit,Mobile,1007,Success
1186,30,4/1/2025,2868.76,Debit,Web,1009,Success
1187,88,7/12/2020,4603.87,Debit,ATM,1001,Success
1188,141,9/12/2025,2706.86,Debit,Web,1011,Success
1189,42,8/11/2025,1607.13,Debit,Web,1005,Success
1190,159,11/14/2022,-2293.47,Credit,Mobile,1008,Failed
1191,61,10/14/2025,4840.55,Debit,Web,1021,Success
1192,72,9/15/2020,-580.51,Credit,Web,1017,Success
1193,161,8/3/2021,2698.78,Debit,Mobile,1019,Success
1194,157,11/12/2022,-1959.1,Credit,Web,1021,Success
1195,74,6/22/2023,3189.44,Debit,Web,1006,Success
1196,33,9/5/2024,-219.77,Credit,Web,1000,Success
1197,184,4/20/2024,-3710.25,Credit,Web,1024,Success
1198,164,5/24/2021,4037.93,Debit,Mobile,1014,Success
1199,100,12/24/2024,1618.18,Debit,Mobile,1022,Success
1200,164,9/11/2022,752.5,Debit,Mobile,1017,Success
1201,154,2/18/2020,-1873.92,Credit,Web,1010,Success
1202,121,7/6/2025,-1824.13,Credit,Web,1024,Success
1203,62,8/4/2023,3496.12,Debit,ATM,1012,Success
1204,143,2/12/2022,-2332.18,Credit,ATM,1012,Success
1205,95,5/7/2020,2544.23,Debit,ATM,1023,Failed
1206,117,4/12/2024,2965.97,Debit,ATM,1006,Success
1207,22,4/25/2025,3377.83,Debit,Web,1010,Success
1208,11,12/28/2025,639.26,Debit,Mobile,1014,Failed
1209,101,9/29/2024,1327.82,Debit,Mobile,1015,Success
1210,5,7/27/2022,4033.32,Debit,ATM,1008,Success
1211,189,7/30/2025,2378.05,Debit,Mobile,1007,Success
1212,89,6/17/2023,-2487.74,Credit,Mobile,1017,Success
1213,2,9/25/2025,3935.14,Debit,Mobile,1013,Success
1214,184,1/17/2021,3425.95,Debit,Web,1019,Success
1215,59,6/7/2020,1632.31,Debit,Mobile,1018,Success
1216,35,10/15/2022,4360.23,Debit,ATM,1006,Success
1217,97,7/19/2022,-492.02,Credit,Mobile,1015,Success
1218,60,7/17/2024,211.62,Debit,Web,1006,Success
1219,137,9/17/2024,-683.02,Credit,ATM,1026,Success
1220,127,10/28/2025,1444.24,Debit,ATM,1002,Success
1221,86,12/22/2024,2715.26,Debit,Mobile,1019,Success
1222,102,7/31/2021,3999.17,Debit,Mobile,1016,Success
1223,96,4/6/2023,-431.17,Credit,Mobile,1013,Success
1224,85,2/1/2022,-920.27,Credit,Web,1020,Success
1225,145,11/19/2022,1430.18,Debit,ATM,1011,Success
1226,108,12/3/2025,1125.67,Debit,Web,1014,Success
1227,35,10/3/2024,4413.93,Debit,ATM,1007,Success
1228,141,5/27/2022,2608.83,Debit,Mobile,1020,Success
1229,172,6/30/2025,-3551.54,Credit,Web,1005,Success
1230,135,3/1/2023,72.03,Debit,Web,1018,Success
1231,169,12/24/2020,293.17,Debit,Mobile,1014,Success
1232,86,5/14/2022,2361.05,Debit,Web,1023,Success
1233,191,8/4/2023,204.39,Debit,Mobile,1014,Success
1234,15,1/15/2025,3120.06,Debit,Mobile,1002,Success
1235,70,4/28/2025,3390.78,Debit,Web,1021,Success
1236,114,5/9/2025,1742.77,Debit,Mobile,1026,Success
1237,133,2/12/2024,-4763.74,Credit,Mobile,1013,Success
1238,128,4/20/2022,-3057.09,Credit,Web,1013,Success
1239,168,8/6/2022,4092.85,Debit,Mobile,1018,Success
1240,162,2/11/2020,3535.63,Debit,ATM,1015,Success
1241,60,7/11/2021,-1374.88,Credit,Mobile,1026,Success
1242,131,12/6/2021,-2250.93,Credit,ATM,1014,Success
1243,153,5/17/2023,-2220.77,Credit,Mobile,1001,Success
1244,94,5/13/2025,3514.71,Debit,ATM,1022,Success
1245,137,4/16/2025,3657.78,Debit,Web,1015,Success
1246,174,3/27/2025,-4754.07,Credit,Mobile,1012,Success
1247,189,5/1/2022,2994.54,Debit,ATM,1001,Success
1248,141,9/11/2025,-3970.75,Credit,Mobile,1004,Success
1249,39,12/20/2025,3323.24,Debit,ATM,1004,Success
1250,69,1/13/2024,495.77,Debit,Web,1006,Success
1251,9,5/18/2023,1523.05,Debit,Web,1017,Success
1252,110,5/21/2022,-3208.83,Credit,Mobile,1005,Success
1253,40,11/2/2024,742.64,Debit,Mobile,1012,Success
1254,67,2/19/2024,320.77,Debit,ATM,1001,Success
1255,158,1/18/2024,-1757.54,Credit,Mobile,1014,Success
1256,103,6/17/2020,2903.94,Debit,Mobile,1006,Success
1257,178,5/6/2023,-487.78,Credit,Mobile,1013,Success
1258,92,8/7/2020,-3337.38,Credit,Web,1017,Success
1259,161,3/27/2023,1008.6,Debit,Web,1026,Success
1260,2,6/8/2023,1252.43,Debit,Web,1020,Success
1261,91,12/23/2021,559.22,Debit,Mobile,1023,Success
1262,179,5/29/2024,1226.01,Debit,Mobile,1018,Success
1263,135,9/11/2023,3890.14,Debit,Mobile,1002,Success
1264,155,11/15/2022,2476.4,Debit,ATM,1018,Success
1265,102,2/4/2022,1931.63,Debit,Mobile,1022,Failed
1266,17,4/5/2023,2156.67,Debit,Web,1002,Success
1267,104,1/15/2023,1256.39,Debit,Mobile,1000,Success
1268,74,5/22/2022,-4241.98,Credit,ATM,1005,Success
1269,163,6/15/2023,1173.54,Debit,Mobile,1003,Failed
1270,192,9/13/2020,4413.19,Debit,Web,1026,Success
1271,154,6/18/2021,3256.95,Debit,ATM,1009,Success
1272,95,6/18/2024,4699.42,Debit,Mobile,1020,Success
1273,177,12/25/2022,3824.02,Debit,ATM,1012,Success
1274,103,8/3/2021,4656.61,Debit,Web,1012,Success
1275,65,7/31/2025,4525,Debit,Mobile,1022,Success
1276,188,1/2/2023,-357.55,Credit,Mobile,1012,Success
1277,147,3/31/2020,4405.38,Debit,Mobile,1024,Success
1278,64,1/27/2022,-888.55,Credit,Mobile,1007,Success
1279,40,2/25/2021,2352.84,Debit,ATM,1015,Success
1280,116,7/12/2023,4547.35,Debit,Web,1008,Success
1281,86,10/25/2022,3388.78,Debit,Mobile,1018,Success
1282,128,10/28/2021,-3297.6,Credit,Mobile,1024,Success
1283,29,6/4/2020,599.41,Debit,Web,1003,Success
1284,171,10/9/2024,3082.83,Debit,Mobile,1020,Success
1285,106,7/30/2024,131.67,Debit,ATM,1022,Success
1286,81,6/24/2020,68.85,Debit,Mobile,1021,Failed
1287,71,12/7/2020,-3444.13,Credit,Mobile,1025,Success
1288,115,8/29/2024,3844.43,Debit,Web,1013,Success
1289,169,11/13/2025,204.88,Debit,Mobile,1005,Success
1290,140,12/17/2022,3019.77,Debit,Mobile,1006,Success
1291,62,6/13/2020,-628.1,Credit,ATM,1001,Success
1292,145,10/1/2021,-1105.55,Credit,Mobile,1021,Success
1293,173,8/25/2025,2030.09,Debit,Mobile,1010,Success
1294,28,8/16/2024,107.29,Debit,Web,1016,Success
1295,114,5/17/2021,-1823.71,Credit,Mobile,1010,Success
1296,45,11/22/2024,4610.19,Debit,ATM,1020,Success
1297,31,11/16/2020,-397,Credit,ATM,1005,Success
1298,41,5/4/2023,553.72,Debit,Mobile,1009,Success
1299,46,8/13/2023,2730.65,Debit,Mobile,1003,Success
1300,180,2/19/2021,1483.42,Debit,ATM,1011,Success
1301,150,10/29/2025,2624.67,Debit,ATM,1021,Success
1302,132,9/6/2025,3233.61,Debit,Mobile,1014,Success
1303,127,1/11/2025,-2515.88,Credit,Mobile,1002,Success
1304,116,4/18/2024,-3540.09,Credit,ATM,1021,Success
1305,151,1/24/2022,628.39,Debit,Mobile,1025,Success
1306,192,7/24/2021,-840.68,Credit,Mobile,1016,Success
1307,139,4/9/2025,-4686.4,Credit,Mobile,1012,Success
1308,126,9/23/2023,-834.59,Credit,ATM,1022,Success
1309,124,3/9/2021,3009.78,Debit,Mobile,1004,Success
1310,147,5/21/2025,3470.25,Debit,Mobile,1012,Failed
1311,168,5/30/2025,90.33,Debit,Web,1018,Success
1312,19,5/16/2024,-3713.42,Credit,Mobile,1013,Success
1313,191,3/13/2023,-1756.57,Credit,Web,1024,Success
1314,122,7/23/2020,-2721.35,Credit,Mobile,1000,Success
1315,92,7/3/2023,998.29,Debit,Mobile,1005,Success
1316,89,11/29/2020,-2533.72,Credit,Web,1016,Success
1317,73,8/28/2024,401.16,Debit,ATM,1017,Success
1318,9,2/18/2021,-2393.27,Credit,Mobile,1006,Success
1319,144,8/3/2021,-1035.4,Credit,Mobile,1016,Success
1320,7,8/21/2022,1502.83,Debit,Web,1021,Success
1321,4,10/24/2020,2794.97,Debit,Mobile,1016,Success
1322,31,1/4/2023,-4518.82,Credit,Mobile,1008,Success
1323,186,7/9/2021,-17.22,Credit,ATM,1024,Success
1324,107,9/18/2022,4308.4,Debit,ATM,1013,Success
1325,193,9/30/2024,770.23,Debit,Web,1016,Success
1326,41,7/4/2020,-154.55,Credit,ATM,1015,Success
1327,143,6/21/2020,3177.15,Debit,Web,1008,Success
1328,30,7/31/2020,2265.23,Debit,Mobile,1006,Success
1329,184,6/2/2024,789.89,Debit,Web,1004,Success
1330,28,7/10/2020,2932.16,Debit,Web,1016,Failed
1331,72,11/12/2023,1190.13,Debit,Web,1006,Success
1332,103,2/9/2022,4671.47,Debit,Web,1015,Success
1333,175,10/25/2021,-2927.44,Credit,Web,1019,Success
1334,55,10/11/2021,4821.66,Debit,Mobile,1014,Success
1335,50,10/22/2022,1160.37,Debit,Web,1001,Success
1336,183,7/2/2023,3678.98,Debit,Mobile,1018,Success
1337,150,12/21/2022,-3788.68,Credit,ATM,1001,Success
1338,171,11/24/2021,3230.08,Debit,Mobile,1023,Success
1339,181,8/10/2024,-3278.49,Credit,Mobile,1014,Success
1340,190,7/2/2021,2092.72,Debit,Mobile,1022,Success
1341,112,7/26/2023,1267.66,Debit,ATM,1023,Success
1342,41,10/21/2023,-409.38,Credit,Mobile,1010,Success
1343,64,1/26/2025,4891.36,Debit,Mobile,1002,Success
1344,87,3/10/2021,811.99,Debit,Mobile,1012,Success
1345,193,2/20/2024,4512.4,Debit,Web,1003,Failed
1346,166,1/3/2023,2071.7,Debit,Mobile,1001,Success
1347,188,6/23/2020,-2869.8,Credit,ATM,1023,Success
1348,5,6/22/2022,979.02,Debit,Web,1012,Success
1349,79,11/21/2025,4406.41,Debit,ATM,1019,Success
1350,46,5/14/2021,-3070.63,Credit,ATM,1021,Success
1351,16,6/11/2020,1596.58,Debit,Web,1015,Success
1352,153,7/15/2022,2773.88,Debit,Mobile,1023,Success
1353,119,9/21/2025,315.84,Debit,Mobile,1022,Success
1354,173,5/17/2020,2416.45,Debit,Mobile,1010,Success
1355,44,5/18/2023,1039.84,Debit,Web,1025,Success
1356,128,5/14/2020,-4060.51,Credit,Web,1015,Failed
1357,8,2/12/2023,-4654.3,Credit,Mobile,1014,Success
1358,21,1/8/2021,-3675.71,Credit,Mobile,1010,Success
1359,13,7/24/2022,1646.82,Debit,ATM,1024,Success
1360,100,5/6/2020,-3601.67,Credit,ATM,1002,Success
1361,124,7/1/2024,585.95,Debit,ATM,1001,Success
1362,44,11/22/2024,-4146.52,Credit,Web,1020,Success
1363,100,1/3/2023,257.29,Debit,Mobile,1003,Failed
1364,106,12/21/2022,2012.49,Debit,Web,1006,Success
1365,41,11/4/2024,-1198.52,Credit,ATM,1022,Success
1366,6,5/6/2022,-3936.46,Credit,Mobile,1010,Success
1367,173,11/17/2020,1398.64,Debit,Web,1026,Success
1368,47,8/25/2025,4820.97,Debit,ATM,1003,Failed
1369,157,6/2/2025,-1280.35,Credit,ATM,1013,Success
1370,180,8/9/2022,3695.33,Debit,Mobile,1024,Success
1371,114,4/25/2025,2077.91,Debit,ATM,1022,Success
1372,164,8/3/2022,-4020.83,Credit,Mobile,1015,Success
1373,185,1/1/2025,-2828.79,Credit,Mobile,1005,Success
1374,181,5/17/2025,-4566.05,Credit,Mobile,1007,Success
1375,128,2/18/2023,-1226.28,Credit,Mobile,1006,Success
1376,75,12/1/2024,1829.19,Debit,Web,1015,Success
1377,147,10/18/2023,1899.04,Debit,Web,1002,Success
1378,34,2/20/2023,3661.42,Debit,Mobile,1002,Success
1379,129,3/31/2021,996.27,Debit,Web,1004,Success
1380,111,8/8/2025,-1479.45,Credit,ATM,1008,Success
1381,69,7/18/2020,1733.98,Debit,Mobile,1012,Success
1382,52,1/30/2022,3151.64,Debit,Web,1023,Success
1383,88,1/20/2025,-2284.32,Credit,ATM,1025,Success
1384,86,7/6/2020,2010.55,Debit,Web,1005,Success
1385,155,4/22/2025,-279.37,Credit,ATM,1026,Success
1386,21,2/9/2020,61.53,Debit,Mobile,1005,Success
1387,161,6/25/2020,4489.38,Debit,Mobile,1011,Success
1388,127,9/15/2023,2619.11,Debit,ATM,1009,Success
1389,137,9/23/2021,2302.17,Debit,ATM,1015,Success
1390,101,1/16/2022,-2104.03,Credit,Mobile,1014,Success
1391,193,6/28/2025,1046.32,Debit,Mobile,1007,Success
1392,92,12/16/2023,3455.42,Debit,Mobile,1023,Success
1393,8,12/27/2020,1093.39,Debit,Mobile,1000,Success
1394,49,12/18/2025,3142.65,Debit,ATM,1024,Success
1395,117,4/2/2020,1305.55,Debit,Mobile,1014,Success
1396,122,7/29/2025,-2591.42,Credit,Mobile,1002,Success
1397,34,5/5/2023,-1337.34,Credit,Mobile,1009,Success
1398,55,7/6/2022,-1740.4,Credit,Mobile,1005,Success
1399,66,3/6/2020,4187.1,Debit,Web,1023,Success
1400,86,7/22/2023,3668.89,Debit,ATM,1018,Success
1401,186,2/16/2022,1373.41,Debit,Mobile,1011,Success
1402,53,4/14/2020,-96.66,Credit,Web,1015,Success
1403,70,9/16/2020,2660.01,Debit,Mobile,1020,Success
1404,80,12/29/2021,94.74,Debit,Mobile,1015,Success
1405,110,12/9/2025,-4661.08,Credit,Mobile,1011,Failed
1406,57,6/15/2020,797.05,Debit,Mobile,1022,Success
1407,43,11/3/2024,-4712.4,Credit,Web,1004,Success
1408,153,8/30/2020,2091.15,Debit,Web,1010,Success
1409,100,6/18/2025,4130.73,Debit,Mobile,1023,Success
1410,161,10/30/2024,-1985.58,Credit,ATM,1009,Success
1411,12,1/16/2021,610.81,Debit,Mobile,1026,Success
1412,149,1/23/2022,1751.79,Debit,ATM,1013,Success
1413,19,4/14/2024,-1104.61,Credit,Web,1020,Success
1414,108,6/15/2024,1885.01,Debit,Mobile,1008,Success
1415,64,5/22/2025,4210.66,Debit,Web,1017,Success
1416,72,11/1/2023,170.53,Debit,Web,1023,Success
1417,12,11/15/2020,4027.4,Debit,ATM,1014,Success
1418,121,4/27/2021,2147.7,Debit,Web,1021,Success
1419,169,10/1/2022,3216.7,Debit,Web,1018,Success
1420,2,7/6/2022,-2851.31,Credit,Web,1002,Success
1421,63,4/12/2022,4916.69,Debit,Mobile,1010,Success
1422,161,5/31/2024,1747.34,Debit,Mobile,1008,Failed
1423,24,8/11/2022,4609.56,Debit,Mobile,1021,Success
1424,149,4/27/2022,75.36,Debit,Mobile,1010,Success
1425,116,12/4/2023,-4592.58,Credit,Mobile,1020,Success
1426,158,12/13/2025,-3714.23,Credit,Mobile,1026,Success
1427,73,2/16/2020,-3545.81,Credit,Mobile,1011,Success
1428,64,1/20/2024,4157.47,Debit,ATM,1003,Success
1429,120,2/6/2021,938.48,Debit,Mobile,1003,Success
1430,55,4/3/2022,-1053.23,Credit,Mobile,1005,Success
1431,48,3/19/2020,3285.24,Debit,Web,1024,Success
1432,53,3/2/2025,296.55,Debit,Web,1001,Success
1433,159,8/7/2023,-1273.4,Credit,Mobile,1012,Success
1434,183,1/25/2020,-4723.22,Credit,ATM,1010,Success
1435,78,1/26/2022,718.86,Debit,ATM,1009,Success
1436,127,5/23/2023,2273.85,Debit,Mobile,1010,Success
1437,5,6/10/2021,-2571.03,Credit,Mobile,1013,Success
1438,83,2/19/2022,-2459.25,Credit,Web,1011,Success
1439,70,4/16/2025,3067.14,Debit,ATM,1016,Success
1440,117,3/18/2024,-1687.28,Credit,Web,1024,Success
1441,88,2/11/2023,764.63,Debit,ATM,1023,Success
1442,137,4/26/2025,2846.42,Debit,Mobile,1024,Success
1443,100,2/5/2025,937.75,Debit,Mobile,1016,Success
1444,28,3/9/2023,184.83,Debit,Mobile,1004,Success
1445,22,7/8/2020,771.5,Debit,ATM,1012,Success
1446,8,10/2/2025,677.79,Debit,Mobile,1015,Success
1447,76,12/15/2022,3862.92,Debit,Mobile,1001,Success
1448,48,5/19/2022,111.72,Debit,Web,1018,Success
1449,157,11/30/2020,-2583.31,Credit,Mobile,1018,Success
1450,47,12/31/2025,4278.18,Debit,Web,1018,Success
1451,193,9/21/2022,1399.44,Debit,Web,1000,Success
1452,177,8/25/2025,-1460.5,Credit,Mobile,1022,Success
1453,29,7/27/2020,2363.72,Debit,Mobile,1010,Success
1454,85,8/13/2023,2996.35,Debit,Mobile,1014,Success
1455,115,11/9/2025,4308.73,Debit,Web,1002,Success
1456,68,3/16/2020,-4081.92,Credit,Mobile,1009,Success
1457,177,7/14/2022,-1076.42,Credit,Mobile,1009,Success
1458,115,9/19/2024,-721.39,Credit,Web,1004,Success
1459,137,2/6/2021,-3790.8,Credit,Mobile,1015,Success
1460,139,3/9/2022,-1429.1,Credit,Web,1018,Success
1461,99,12/8/2024,-2618.17,Credit,Mobile,1005,Success
1462,70,10/12/2023,-422.76,Credit,Mobile,1024,Success
1463,45,5/7/2025,697.82,Debit,ATM,1005,Success
1464,56,3/17/2020,1427.84,Debit,Web,1012,Success
1465,65,8/8/2020,1839.57,Debit,Mobile,1023,Success
1466,113,9/5/2024,-1462.67,Credit,Mobile,1022,Success
1467,27,12/31/2020,1483.13,Debit,Mobile,1021,Success
1468,105,12/10/2025,-2209.53,Credit,Mobile,1000,Success
1469,85,11/3/2025,1739.48,Debit,Web,1014,Success
1470,164,7/13/2025,2726.3,Debit,Mobile,1009,Success
1471,11,3/28/2020,460.88,Debit,Mobile,1011,Success
1472,154,1/11/2022,2211.87,Debit,Web,1017,Success
1473,184,11/5/2025,3368.35,Debit,Mobile,1024,Success
1474,147,2/8/2022,-1704.46,Credit,Web,1008,Success
1475,125,5/29/2020,-4135.01,Credit,ATM,1008,Success
1476,94,7/20/2021,3114.63,Debit,Mobile,1007,Success
1477,65,1/11/2021,-3504.68,Credit,Web,1012,Success
1478,184,10/1/2022,1999.68,Debit,Mobile,1003,Success
1479,136,9/16/2022,3094.69,Debit,Mobile,1017,Success
1480,25,12/2/2025,2464.1,Debit,Mobile,1007,Success
1481,190,1/5/2020,800.44,Debit,Web,1011,Success
1482,188,11/2/2025,242.56,Debit,ATM,1020,Success
1483,145,3/4/2023,-601.68,Credit,Mobile,1018,Success
1484,58,7/12/2024,2935.09,Debit,Web,1021,Success
1485,190,8/2/2022,-1060.41,Credit,Mobile,1026,Success
1486,93,8/6/2020,4956.92,Debit,Mobile,1013,Failed
1487,11,6/16/2021,-1241.57,Credit,Mobile,1024,Success
1488,188,10/9/2020,204.17,Debit,Mobile,1013,Success
1489,133,10/17/2023,-1460.43,Credit,Web,1003,Success
1490,1,11/18/2025,-3765.39,Credit,Mobile,1015,Success
1491,87,10/27/2021,1026.24,Debit,ATM,1013,Success
1492,4,11/24/2020,1399.84,Debit,Web,1021,Success
1493,101,8/21/2020,593.52,Debit,Mobile,1013,Success
1494,64,12/21/2020,-3200.36,Credit,Mobile,1026,Success
1495,123,7/13/2024,4093.34,Debit,Web,1000,Success
1496,130,6/30/2020,-1614.9,Credit,Mobile,1010,Success
1497,35,4/25/2024,-4067.42,Credit,Web,1001,Success
1498,31,3/16/2023,-2021.99,Credit,Web,1005,Success
1499,134,10/19/2021,999.77,Debit,ATM,1017,Success
1500,17,3/30/2025,636.78,Debit,Mobile,1002,Success
1501,123,8/14/2025,2298.21,Debit,ATM,1016,Success
1502,15,6/24/2021,3158.74,Debit,Mobile,1003,Success
1503,106,3/12/2024,3018.45,Debit,Mobile,1005,Failed
1504,57,8/18/2020,-1580.22,Credit,Mobile,1021,Success
1505,179,3/24/2022,1422.85,Debit,ATM,1022,Success
1506,24,2/3/2025,710.54,Debit,Mobile,1023,Success
1507,14,9/4/2023,61.3,Debit,Web,1015,Success
1508,117,3/14/2025,247.46,Debit,Mobile,1021,Success
1509,68,3/7/2021,3611.66,Debit,Web,1018,Success
1510,60,5/28/2024,-1929.19,Credit,ATM,1001,Success
1511,160,5/17/2023,-1412.82,Credit,Mobile,1022,Success
1512,110,1/5/2021,-1651.73,Credit,Mobile,1021,Success
1513,137,7/7/2025,-354.7,Credit,Mobile,1015,Success
1514,141,3/21/2021,1077.75,Debit,Mobile,1023,Success
1515,122,1/19/2023,-1818.78,Credit,Web,1007,Success
1516,32,5/30/2020,-3024.23,Credit,Web,1026,Success
